Weight,FedEx First Overnight,FedEx Priority Overnight,FedEx Std Overnight,FedEx 2DAy,FedEx Express Saver,FedEx 2Day® A.M.,Zone,
1,62.76,31.76,29.05,20.04,17.82,21.48,2,
2,63.18,32.18,30.98,20.85,18.14,21.86,2,
3,66.11,35.11,33.67,21.20,19.27,22.22,2,
4,69.31,38.31,36.32,21.84,19.60,22.89,2,
5,69.63,38.63,36.96,22.50,19.94,23.56,2,
6,75.27,44.27,39.01,23.47,21.55,24.58,2,
7,75.84,44.84,40.27,24.46,21.90,25.63,2,
8,76.04,45.04,42.39,25.44,22.72,26.66,2,
9,76.24,45.24,43.84,26.74,22.92,28.07,2,
10,76.64,45.64,44.06,26.96,23.14,29.40,2,
11,84.62,53.62,47.23,29.33,27.51,30.72,2,
12,85.88,54.88,48.81,30.88,28.12,33.35,2,
13,86.08,55.08,49.35,33.06,30.66,34.63,2,
14,87.21,56.21,51.26,34.70,30.99,36.34,2,
15,87.41,56.41,53.23,36.02,31.19,38.88,2,
16,91.08,60.08,54.36,36.87,33.07,40.73,2,
17,94.52,63.52,55.53,38.00,33.27,41.02,2,
18,95.03,64.03,58.82,39.27,36.29,43.77,2,
19,95.45,64.45,60.40,40.82,37.23,44.05,2,
20,95.79,64.79,61.52,42.24,37.43,44.27,2,
21,98.61,67.61,63.18,44.20,38.50,48.62,2,
22,101.71,70.71,65.40,45.56,41.27,49.19,2,
23,102.10,71.10,66.52,46.68,42.85,51.58,2,
24,103.99,72.99,68.17,47.75,43.05,53.58,2,
25,104.36,73.36,69.09,49.30,43.26,53.78,2,
26,108.86,77.86,69.29,50.78,47.29,55.42,2,
27,109.32,78.32,72.44,52.40,48.82,56.32,2,
28,110.96,79.96,72.76,54.08,50.30,57.70,2,
29,111.36,80.36,74.16,55.48,50.50,60.64,2,
30,111.73,80.73,77.54,55.70,50.70,62.46,2,
31,114.80,83.80,78.98,55.92,52.99,62.90,2,
32,117.19,86.19,80.62,56.16,54.01,63.10,2,
33,119.25,88.25,82.40,60.80,55.52,65.63,2,
34,121.14,90.14,83.83,62.70,56.62,67.68,2,
35,123.07,92.07,86.22,63.97,57.72,69.05,2,
36,126.88,95.88,86.76,64.97,59.36,71.35,2,
37,127.28,96.28,86.96,66.17,59.68,71.58,2,
38,127.51,96.51,88.49,67.28,60.14,74.30,2,
39,127.89,96.89,90.74,69.42,60.34,76.33,2,
40,128.13,97.13,94.85,69.64,60.69,76.89,2,
41,132.42,101.42,96.48,73.02,67.69,80.27,2,
42,133.90,102.90,98.27,74.21,68.93,83.48,2,
43,136.66,105.66,99.91,75.76,70.27,83.82,2,
44,139.04,108.04,101.63,77.04,70.79,84.72,2,
45,144.18,113.18,103.28,77.38,70.99,84.95,2,
46,147.27,116.27,104.84,79.78,71.19,85.17,2,
47,148.96,117.96,107.08,80.02,71.39,88.91,2,
48,149.16,118.16,108.66,81.69,71.59,90.68,2,
49,149.36,118.36,110.31,81.91,71.79,90.88,2,
50,150.04,119.04,112.48,82.13,72.12,91.83,2,
51,163.45,132.45,114.07,82.89,78.69,97.06,2,
52,165.47,134.47,116.36,88.75,79.35,103.71,2,
53,166.93,135.93,118.48,90.52,82.40,104.38,2,
54,167.35,136.35,120.03,91.80,82.86,104.83,2,
55,167.85,136.85,122.36,93.49,83.26,105.27,2,
56,177.77,146.77,124.60,94.24,83.66,105.77,2,
57,179.03,148.03,127.29,94.68,84.06,108.48,2,
58,179.46,148.46,128.21,95.12,84.46,108.95,2,
59,179.87,148.87,128.61,95.56,84.86,111.47,2,
60,180.30,149.30,129.35,96.00,86.39,112.19,2,
61,188.08,157.08,129.75,96.44,88.61,112.59,2,
62,189.89,158.89,130.17,96.88,90.06,112.99,2,
63,190.34,159.34,138.48,97.32,92.87,115.97,2,
64,198.33,167.33,143.30,103.42,93.27,119.97,2,
65,199.13,168.13,147.64,107.30,93.67,120.37,2,
66,199.56,168.56,150.34,107.74,94.07,120.77,2,
67,201.18,170.18,152.52,108.18,94.47,121.19,2,
68,205.01,174.01,153.31,108.62,94.87,121.63,2,
69,205.42,174.42,153.71,109.06,95.27,122.10,2,
70,205.85,174.85,161.28,109.50,97.62,122.50,2,
71,210.84,179.84,164.36,116.15,98.06,125.27,2,
72,212.00,181.00,164.76,116.82,100.37,129.37,2,
73,212.42,181.42,165.47,117.22,100.77,129.78,2,
74,212.85,181.85,166.13,117.62,101.17,130.29,2,
75,213.70,182.70,175.57,118.42,102.05,131.09,2,
76,223.12,192.12,176.52,120.68,103.33,140.46,2,
77,224.07,193.07,179.39,121.56,104.13,141.40,2,
78,224.92,193.92,180.30,122.44,104.93,142.29,2,
79,225.76,194.76,181.10,123.33,105.73,143.18,2,
80,226.61,195.61,181.97,124.21,106.53,143.98,2,
81,233.34,202.34,182.77,128.51,107.33,144.78,2,
82,234.19,203.19,194.92,129.77,111.15,145.85,2,
83,235.04,204.04,196.14,131.51,111.95,149.36,2,
84,235.88,204.88,196.94,132.39,112.75,151.23,2,
85,236.74,205.74,197.74,138.50,113.55,152.03,2,
86,248.07,217.07,202.03,139.39,114.35,152.83,2,
87,249.22,218.22,203.03,140.27,115.15,153.63,2,
88,250.07,219.07,203.86,141.15,115.95,154.78,2,
89,250.92,219.92,210.57,142.03,116.75,155.58,2,
90,251.76,220.76,213.50,142.91,117.55,156.55,2,
91,261.85,230.85,214.36,143.79,121.97,157.44,2,
92,262.87,231.87,221.25,144.67,122.77,158.32,2,
93,263.76,232.76,223.54,145.55,123.78,159.22,2,
94,264.56,233.56,224.40,146.44,124.68,161.08,2,
95,271.84,240.84,225.26,147.32,125.75,161.88,2,
96,272.64,241.64,226.06,149.79,128.57,162.68,2,
97,273.44,242.44,226.86,150.60,129.37,163.48,2,
98,274.40,243.40,228.40,151.40,134.65,164.28,2,
99,275.20,244.20,229.20,152.20,136.78,168.29,2,
100,276.00,245.00,230.00,153.00,139.00,181.00,2,
101,278.76,247.45,232.3,154.53,140.39,182.81,2,
102,281.52,249.90,234.60,156.06,141.78,184.62,2,
103,284.28,252.35,236.90,157.59,143.17,186.43,2,
104,287.04,254.80,239.20,159.12,144.56,188.24,2,
105,289.80,257.25,241.50,160.65,145.95,190.05,2,
106,292.56,259.70,243.80,162.18,147.34,191.86,2,
107,295.32,262.15,246.10,163.71,148.73,193.67,2,
108,298.08,264.60,248.40,165.24,150.12,195.48,2,
109,300.84,267.05,250.70,166.77,151.51,197.29,2,
110,303.60,269.50,253.00,168.30,152.90,199.10,2,
111,306.36,271.95,255.30,169.83,154.29,200.91,2,
112,309.12,274.40,257.60,171.36,155.68,202.72,2,
113,311.88,276.85,259.90,172.89,157.07,204.53,2,
114,314.64,279.30,262.20,174.42,158.46,206.34,2,
115,317.40,281.75,264.50,175.95,159.85,208.15,2,
116,320.16,284.20,266.80,177.48,161.24,209.96,2,
117,322.92,286.65,269.10,179.01,162.63,211.77,2,
118,325.68,289.10,271.40,180.54,164.02,213.58,2,
119,328.44,291.55,273.70,182.07,165.41,215.39,2,
120,331.20,294.00,276.00,183.60,166.80,217.20,2,
121,333.96,296.45,278.30,185.13,168.19,219.01,2,
122,336.72,298.90,280.60,186.66,169.58,220.82,2,
123,339.48,301.35,282.90,188.19,170.97,222.63,2,
124,342.24,303.80,285.20,189.72,172.36,224.44,2,
125,345.00,306.25,287.50,191.25,173.75,226.25,2,
126,347.76,308.70,289.80,192.78,175.14,228.06,2,
127,350.52,311.15,292.10,194.31,176.53,229.87,2,
128,353.28,313.60,294.40,195.84,177.92,231.68,2,
129,356.04,316.05,296.70,197.37,179.31,233.49,2,
130,358.80,318.50,299.00,198.90,180.70,235.30,2,
131,361.56,320.95,301.30,200.43,182.09,237.11,2,
132,364.32,323.40,303.60,201.96,183.48,238.92,2,
133,367.08,325.85,305.90,203.49,184.87,240.73,2,
134,369.84,328.30,308.20,205.02,186.26,242.54,2,
135,372.60,330.75,310.50,206.55,187.65,244.35,2,
136,375.36,333.20,312.80,208.08,189.04,246.16,2,
137,378.12,335.65,315.10,209.61,190.43,247.97,2,
138,380.88,338.10,317.40,211.14,191.82,249.78,2,
139,383.64,340.55,319.70,212.67,193.21,251.59,2,
140,386.40,343.00,322.00,214.20,194.60,253.40,2,
141,389.16,345.45,324.30,215.73,195.99,255.21,2,
142,391.92,347.90,326.60,217.26,197.38,257.02,2,
143,394.68,350.35,328.90,218.79,198.77,258.83,2,
144,397.44,352.80,331.20,220.32,200.16,260.64,2,
145,400.20,355.25,333.50,221.85,201.55,262.45,2,
146,402.96,357.70,335.80,223.38,202.94,264.26,2,
147,405.72,360.15,338.10,224.91,204.33,266.07,2,
148,408.48,362.60,340.40,226.44,205.72,267.88,2,
149,411.24,365.05,342.70,227.97,207.11,269.69,2,
150,414.00,367.50,345.00,229.50,208.50,271.50,2,
1,78.03,47.03,$ 39.59,20.89,$ 18.18,22.37,3,
2,78.30,47.30,42.36,21.92,18.51,22.82,3,
3,83.46,52.46,44.80,22.63,20.54,23.56,3,
4,84.59,53.59,47.50,23.41,21.22,24.37,3,
5,84.88,53.88,47.91,24.17,21.55,25.19,3,
6,90.49,59.49,54.57,25.11,23.49,26.13,3,
7,93.60,62.60,56.94,27.52,25.78,29.53,3,
8,93.92,62.92,58.58,30.02,27.25,31.96,3,
9,94.34,63.34,61.11,31.35,27.45,34.42,3,
10,95.17,64.17,62.91,33.43,27.65,35.59,3,
11,106.55,75.55,66.31,35.20,29.75,36.62,3,
12,109.05,78.05,69.69,37.26,35.01,40.90,3,
13,109.82,78.82,73.18,39.19,36.82,42.04,3,
14,110.78,79.78,76.03,41.23,37.22,43.90,3,
15,111.26,80.26,78.68,42.24,39.53,46.34,3,
16,120.86,89.86,79.40,43.64,40.77,47.90,3,
17,121.83,90.83,82.02,44.94,42.06,49.31,3,
18,122.32,91.32,82.95,46.42,43.38,52.07,3,
19,122.52,91.52,86.47,47.70,44.86,52.35,3,
20,122.92,91.92,89.03,49.75,45.19,54.59,3,
21,127.12,96.12,90.75,51.69,46.67,56.69,3,
22,132.45,101.45,92.67,54.18,49.57,57.63,3,
23,132.99,101.99,94.44,55.37,50.70,63.08,3,
24,133.41,102.41,96.02,57.57,53.89,63.64,3,
25,133.83,102.83,98.01,59.21,54.21,64.97,3,
26,141.99,110.99,100.79,60.84,57.26,66.74,3,
27,142.82,111.82,103.57,62.62,58.64,69.60,3,
28,143.20,112.20,106.26,64.68,58.84,69.89,3,
29,143.78,112.78,108.25,65.88,60.27,70.10,3,
30,143.98,112.98,109.44,67.67,61.91,74.22,3,
31,147.16,116.16,110.69,69.94,65.51,76.05,3,
32,149.95,118.95,112.60,71.49,65.87,81.06,3,
33,156.65,125.65,114.85,73.35,67.25,81.71,3,
34,157.32,126.32,117.42,74.70,67.45,81.93,3,
35,157.70,126.70,119.74,76.97,70.43,82.14,3,
36,160.19,129.19,122.31,78.67,72.00,86.20,3,
37,168.85,137.85,123.96,79.80,72.52,86.61,3,
38,169.72,138.72,126.46,81.01,72.85,88.88,3,
39,170.08,139.08,126.75,83.15,73.18,89.16,3,
40,170.46,139.46,132.54,85.35,73.51,91.50,3,
41,177.09,146.09,134.25,87.42,80.02,95.89,3,
42,177.76,146.76,136.25,89.54,81.98,99.97,3,
43,180.10,149.10,139.15,91.40,84.34,100.39,3,
44,187.92,156.92,141.66,92.53,84.58,100.61,3,
45,194.01,163.01,144.69,94.80,84.78,102.95,3,
46,194.63,163.63,147.15,95.85,84.98,109.32,3,
47,197.02,166.02,150.17,96.07,85.18,109.96,3,
48,197.36,166.36,153.15,99.94,85.38,110.16,3,
49,197.56,166.56,156.19,100.33,85.58,112.64,3,
50,198.50,167.50,158.48,100.55,85.96,120.32,3,
51,217.15,186.15,161.69,100.99,93.56,121.98,3,
52,226.90,195.90,164.12,106.41,94.87,126.41,3,
53,227.88,196.88,167.55,108.57,101.00,126.86,3,
54,228.30,197.30,170.87,109.88,101.62,129.70,3,
55,231.71,200.71,174.43,110.32,102.02,130.10,3,
56,242.96,211.96,177.43,110.76,102.42,130.50,3,
57,245.08,214.08,181.18,115.53,102.82,130.90,3,
58,245.98,214.98,185.34,116.01,103.22,131.30,3,
59,246.40,215.40,190.10,116.70,103.67,131.92,3,
60,246.83,215.83,194.33,117.14,107.03,139.32,3,
61,254.44,223.44,197.97,117.58,111.90,140.06,3,
62,261.35,230.35,200.80,118.02,112.69,140.53,3,
63,262.07,231.07,204.77,118.46,113.93,145.51,3,
64,269.39,238.39,205.63,120.78,116.16,147.16,3,
65,271.00,240.00,211.99,123.98,119.24,147.60,3,
66,271.66,240.66,212.64,124.42,120.86,150.84,3,
67,284.75,253.75,221.04,126.91,121.26,152.09,3,
68,286.23,255.23,225.13,127.93,121.75,153.23,3,
69,286.65,255.65,228.82,130.77,122.15,153.69,3,
70,287.08,256.08,233.58,142.52,125.57,161.74,3,
71,287.49,256.49,237.29,144.45,126.02,162.55,3,
72,295.03,264.03,240.98,144.89,126.46,162.95,3,
73,300.54,269.54,246.39,145.33,126.89,163.35,3,
74,301.10,270.10,246.95,145.77,127.33,163.75,3,
75,301.96,270.96,253.06,146.66,128.22,164.78,3,
76,309.48,278.48,253.93,147.53,129.09,165.58,3,
77,318.80,287.80,254.79,148.41,129.98,166.38,3,
78,319.74,288.74,266.44,149.29,131.01,167.25,3,
79,320.58,289.58,267.61,150.17,131.81,168.12,3,
80,321.43,290.43,275.69,151.05,132.61,168.99,3,
81,322.28,291.28,280.36,151.85,134.81,169.86,3,
82,323.13,292.13,284.88,152.65,140.46,183.85,3,
83,323.98,292.98,287.23,155.04,141.34,186.18,3,
84,324.82,293.82,288.05,155.92,146.22,186.98,3,
85,325.67,294.67,288.89,159.47,149.64,187.78,3,
86,342.63,311.63,297.53,164.39,150.53,188.58,3,
87,350.57,319.57,298.41,165.26,155.66,189.45,3,
88,351.42,320.42,303.06,166.15,156.46,190.41,3,
89,352.26,321.26,306.70,167.03,157.26,191.21,3,
90,353.11,322.11,307.56,167.91,158.38,195.73,3,
91,364.98,333.98,308.42,168.79,159.18,196.53,3,
92,366.18,335.18,318.10,169.67,159.98,197.33,3,
93,366.99,335.99,319.07,170.55,163.65,198.13,3,
94,367.81,336.81,326.26,171.43,164.55,198.93,3,
95,368.62,337.62,327.12,172.31,165.35,200.17,3,
96,369.44,338.44,327.99,173.11,166.15,200.97,3,
97,370.26,339.26,328.86,174.08,166.95,201.95,3,
98,371.07,340.07,333.40,174.96,167.75,202.75,3,
99,371.89,340.89,334.20,175.84,169.07,203.55,3,
100,373.00,342.00,335.00,191.00,180.00,217.00,3,
101,376.73,345.42,338.35,192.91,181.80,219.17,3,
102,380.46,348.84,341.70,194.82,183.60,221.34,3,
103,384.19,352.26,345.05,196.73,185.40,223.51,3,
104,387.92,355.68,348.40,198.64,187.20,225.68,3,
105,391.65,359.10,351.75,200.55,189.00,227.85,3,
106,395.38,362.52,355.10,202.46,190.80,230.02,3,
107,399.11,365.94,358.45,204.37,192.60,232.19,3,
108,402.84,369.36,361.80,206.28,194.40,234.36,3,
109,406.57,372.78,365.15,208.19,196.20,236.53,3,
110,410.30,376.20,368.50,210.10,198.00,238.70,3,
111,414.03,379.62,371.85,212.01,199.80,240.87,3,
112,417.76,383.04,375.20,213.92,201.60,243.04,3,
113,421.49,386.46,378.55,215.83,203.40,245.21,3,
114,425.22,389.88,381.90,217.74,205.20,247.38,3,
115,428.95,393.30,385.25,219.65,207.00,249.55,3,
116,432.68,396.72,388.60,221.56,208.80,251.72,3,
117,436.41,400.14,391.95,223.47,210.60,253.89,3,
118,440.14,403.56,395.30,225.38,212.40,256.06,3,
119,443.87,406.98,398.65,227.29,214.20,258.23,3,
120,447.60,410.40,402.00,229.20,216.00,260.40,3,
121,451.33,413.82,405.35,231.11,217.80,262.57,3,
122,455.06,417.24,408.70,233.02,219.60,264.74,3,
123,458.79,420.66,412.05,234.93,221.40,266.91,3,
124,462.52,424.08,415.40,236.84,223.20,269.08,3,
125,466.25,427.50,418.75,238.75,225.00,271.25,3,
126,469.98,430.92,422.10,240.66,226.80,273.42,3,
127,473.71,434.34,425.45,242.57,228.60,275.59,3,
128,477.44,437.76,428.80,244.48,230.40,277.76,3,
129,481.17,441.18,432.15,246.39,232.20,279.93,3,
130,484.90,444.60,435.50,248.30,234.00,282.10,3,
131,488.63,448.02,438.85,250.21,235.80,284.27,3,
132,492.36,451.44,442.20,252.12,237.60,286.44,3,
133,496.09,454.86,445.55,254.03,239.40,288.61,3,
134,499.82,458.28,448.90,255.94,241.20,290.78,3,
135,503.55,461.70,452.25,257.85,243.00,292.95,3,
136,507.28,465.12,455.60,259.76,244.80,295.12,3,
137,511.01,468.54,458.95,261.67,246.60,297.29,3,
138,514.74,471.96,462.30,263.58,248.40,299.46,3,
139,518.47,475.38,465.65,265.49,250.20,301.63,3,
140,522.20,478.80,469.00,267.40,252.00,303.80,3,
141,525.93,482.22,472.35,269.31,253.80,305.97,3,
142,529.66,485.64,475.70,271.22,255.60,308.14,3,
143,533.39,489.06,479.05,273.13,257.40,310.31,3,
144,537.12,492.48,482.40,275.04,259.20,312.48,3,
145,540.85,495.90,485.75,276.95,261.00,314.65,3,
146,544.58,499.32,489.10,278.86,262.80,316.82,3,
147,548.31,502.74,492.45,280.77,264.60,318.99,3,
148,552.04,506.16,495.80,282.68,266.40,321.16,3,
149,555.77,509.58,499.15,284.59,268.20,323.33,3,
150,559.50,513.00,502.50,286.50,270.00,325.50,3,
1,93.09,62.09,53.82,21.78,18.55,24.29,4,
2,98.80,67.80,61.89,22.63,18.89,24.51,4,
3,106.08,75.08,68.64,23.95,20.96,25.95,4,
4,114.98,83.98,74.36,25.93,22.79,28.10,4,
5,116.75,85.75,79.10,28.19,24.04,31.22,4,
6,127.42,96.42,88.00,30.72,27.46,34.03,4,
7,131.74,100.74,94.17,33.32,29.68,36.92,4,
8,136.11,105.11,99.45,35.65,30.69,39.49,4,
9,139.87,108.87,106.00,38.52,32.75,42.67,4,
10,141.08,110.08,107.92,41.48,33.61,45.96,4,
11,165.28,134.28,118.84,43.39,37.06,46.60,4,
12,168.30,137.30,125.38,45.77,40.42,50.71,4,
13,171.39,140.39,131.35,47.54,41.28,51.48,4,
14,177.53,146.53,138.04,50.63,44.78,56.08,4,
15,180.08,149.08,141.61,53.10,46.79,58.81,4,
16,190.57,159.57,149.68,55.42,48.41,61.38,4,
17,199.47,168.47,153.93,57.81,50.42,64.03,4,
18,200.50,169.50,158.56,59.91,52.36,66.34,4,
19,200.70,169.70,162.34,61.69,54.18,68.32,4,
20,201.48,170.48,166.73,64.07,55.23,70.94,4,
21,216.99,185.99,176.69,66.48,57.05,73.61,4,
22,221.78,190.78,181.25,68.31,59.54,78.54,4,
23,227.07,196.07,186.28,70.77,63.50,81.37,4,
24,229.88,198.88,188.44,73.03,65.10,83.20,4,
25,236.53,205.53,190.53,74.41,67.26,83.96,4,
26,248.44,217.44,202.44,77.17,69.46,88.73,4,
27,253.81,222.81,207.81,79.14,72.08,91.78,4,
28,259.80,228.80,213.80,80.96,73.89,92.09,4,
29,265.01,234.01,219.01,83.36,76.02,94.06,4,
30,265.54,234.54,219.54,86.24,76.24,95.50,4,
31,275.51,244.51,228.99,88.57,78.46,98.08,4,
32,280.69,249.69,233.98,91.09,80.69,100.87,4,
33,284.77,253.77,238.77,93.62,83.99,107.25,4,
34,290.17,259.17,244.17,95.59,84.32,107.91,4,
35,290.72,259.72,244.72,97.65,86.76,108.11,4,
36,300.99,269.99,254.99,99.67,90.01,110.37,4,
37,307.28,276.28,261.28,102.08,90.34,110.62,4,
38,311.60,280.60,265.60,104.67,92.93,114.77,4,
39,316.47,285.47,270.47,106.43,94.64,115.19,4,
40,316.97,285.97,270.97,108.97,94.84,120.65,4,
41,326.90,295.90,280.90,110.23,98.24,122.05,4,
42,330.69,299.69,284.69,112.48,100.46,126.02,4,
43,338.36,307.36,292.36,114.19,102.34,128.83,4,
44,343.48,312.48,297.48,116.78,104.62,134.27,4,
45,346.89,315.89,300.89,118.48,104.95,138.82,4,
46,351.97,320.97,305.95,120.86,111.23,141.59,4,
47,352.48,321.48,306.46,122.87,111.86,141.88,4,
48,352.68,321.68,306.68,125.07,112.06,146.54,4,
49,352.88,321.88,306.88,125.31,112.26,147.03,4,
50,354.05,323.05,307.74,129.23,112.62,150.28,4,
51,377.45,346.45,324.32,132.09,119.76,152.72,4,
52,402.24,371.24,347.99,136.34,120.48,156.17,4,
53,404.72,373.72,353.33,138.26,122.25,164.17,4,
54,405.12,374.12,359.12,140.42,122.69,164.97,4,
55,407.82,376.82,361.82,141.64,126.56,165.37,4,
56,408.22,377.22,362.22,142.08,127.00,165.77,4,
57,408.94,377.94,362.94,146.45,130.18,166.17,4,
58,409.39,378.39,363.39,146.89,130.63,166.57,4,
59,418.39,387.39,372.39,151.96,131.07,170.18,4,
60,419.29,388.29,373.29,152.82,131.50,170.89,4,
61,434.91,403.91,388.91,153.26,138.47,171.29,4,
62,441.05,410.05,395.05,153.70,140.68,174.99,4,
63,444.74,413.74,398.74,154.15,141.12,175.50,4,
